start	end	original_text
229.0	232.0	<i>Adriel Lewis</i>: So of course we're here at the Smithsonian Folklife Festival.
232.0	241.0	<i>Adriel Lewis</i>: Co-sponsored by the National Park Service, the American Anthropological Association, Radio Bilingue, and the California Traditional Arts Council.
241.0	249.0	<i>Adriel Lewis</i>: There are awesome programs happening every hour on the hour here, so feel free to stay tuned.
249.0	257.0	<i>Adriel Lewis</i>: Hang out in the shade, if you will. And uh, I'll share some more programs that are kind of relevant to what we're talking about, later on in this session.
257.0	266.0	<i>Adriel Lewis</i>: Um, but I guess with that set, I want to just hand the mic over to these two to kind of just, um, fill in any other kinds of introductions.
266.0	276.454	<i>Adriel Lewis</i>: But I guess maybe we could start off by just kind of learning about how each of you came to - or were introduced to the concept of - Asian-Americans in hip-hop in the first place.
278.0	284.0	<i>Speaker 1</i>: Actually Patrick, you wanna begin because I think you have, you just sort of want to elaborate on what we're trying to do with this panel.
284.0	293.0	<i>Speaker 2</i>: Right, right. Well, I think one thing Bamboo and I always want to be clear about is that we don't believe there are such things,
293.0	298.0	<i>Speaker 2</i>: anything unique or specific or separate as a genre of Asian or Asian American hip hop.
298.0	306.0	<i>Speaker 2</i>: We are Asian Americans who participate in a black art form, you know, called hip hop, that we are very much inspired,
306.0	312.0	<i>Speaker 2</i>: and it's a tool that we use to create with,so I want to make that clear first of all.
312.0	319.0	<i>Speaker 2</i>: And to answer Angel's question, um, how did I get interested in Asian American hip hop?
319.0	323.0	<i>Speaker 2</i>: I'm Asian, I'm Asian American, so, you know, when we talk about representation,
323.0	329.0	<i>Speaker 2</i>: there's not a lot of us in pop culture, especially--I mean, I think now it might be different,
329.0	340.0	<i>Speaker 2</i>: but when I was growing up in the eighties and nineties, they didn't see much of our faces, whether in Hollywood or rock music or hip hop,
340.0	348.0	<i>Speaker 2</i>: so I think just, because of my identity, I get excited when I see folks who look like me,
348.0	352.0	<i>Speaker 2</i>: but also doing amazing music period. It's nice.
352.0	354.0	<i>Speaker 1</i>: I would just add there, I think there's also a simpler explanation for
354.0	364.0	<i>Speaker 1</i>: why you have generations of Asian Americans in this is partly sort of what we'll be talking about with an annotated playlist today of why Asian Americans have gotten interested in hip hop,
364.0	369.0	<i>Speaker 1</i>: cause I've gotten this question a lot over the years as someone who writes as a journalist and as a scholar about the topic,
369.0	372.0	<i>Speaker 1</i>: um, and it's simply that as we've been alive over the last forty years,
372.0	378.0	<i>Speaker 1</i>: and as hip hop has been the dominant form of youth culture and youth music over those four decades,
378.0	385.0	<i>Speaker 1</i>: um, it's not surprising that young people of all backgrounds across the world would feel some kind of connection in hip hop simply,
385.0	387.0	<i>Speaker 1</i>: because it has been pervasive, it is,
387.0	395.0	<i>Speaker 1</i>: it is a ubiquitous sound of sort of youth identity, and community, and politics, and culture that has surrounded the world over the last forty years,
395.0	399.0	<i>Speaker 1</i>: so, I think there's some sort of simpler explanations, even though I agree with Patrick that there are,
399.0	411.0	<i>Speaker 1</i>: you know, particular kind of political and social reasons why Asian Americans in seeking -- I'm gonna use this with sort of scare [[square]] quotes in seeking some kind of voice that would look to hip hop because it is such a dominant way in which one speaks.
411.0	421.0	<i>Speaker 1</i>: It is a, you know, a form of expression, uh very free format that, um that makes it attractive to not just Asian Americans but young people from, again, across the world.
421.0	426.0	<i>Speaker 1</i>: So what we, over the last few days, Patrick and I have sat down, and,
426.0	435.0	<i>Speaker 1</i>: um, have basically gone over the last, you know, thirty-seven years of, of Asian Americans participating in hip hop in some form or other,
435.0	447.0	<i>Speaker 1</i>: and so we've created a short sampling of a playlist that looks at the various ways and dimensions that Asian Americans -- it's really specifically looking at rappers because we wanted to do something that was audio-based.
447.0	450.0	<i>Speaker 1</i>: Um, we could have done something on the history of dance or the history of DJing;
450.0	458.0	<i>Speaker 1</i>: in fact, we'll be talking about DJing later today at 2:45 in the studio, just across the way,
458.0	466.0	<i>Speaker 1</i>: we'll be doing the history of the evolution of DJ styles, but for today's sessions, uh today's session right now, we just sort want to get like a sampling.
466.0	475.0	<i>Speaker 1</i>: This is not meant to be a definitive or a comprehensive playlist, cause that would take us the entire weekend, but it kind of just gives you a few glimpses throughout history.
475.0	482.0	<i>Speaker 1</i>: Um, so I thought we could begin with, um, 1979, Joe Baton, and a song called Rap-O Clap-O,
482.0	490.0	<i>Speaker 1</i>: and just to give some quick context behind this, Joe Baton came up, uh, he is, his father was Filipino American,his mother was African American.
490.0	498.0	<i>Speaker 1</i>: He grew up as sort of a homeless and honorary Puerto Rican in the New York Latin Music Scene in the 1960s,
498.0	505.0	<i>Speaker 1</i>: and by the, um, 1970s, he was thoroughly involved in the salsa-disco crossover craze,
505.0	510.0	<i>Speaker 1</i>: and as someone, as a musician and artist with his ear to the proverbial street, uh
510.0	517.0	<i>Speaker 1</i>: Joe Baton started to hear what was the early beginnings of hip hop coming up from places like the South Bronx and other places in New York,
517.0	522.0	<i>Speaker 1</i>: and in 1979, he cut what ended up being one of the first international hip-hop hits.
522.0	526.0	<i>Speaker 1</i>: It's not a song that a lot of us remember today, unlike, let's say, Rapper's Delight,
526.0	535.0	<i>Speaker 1</i>: but it actually charted, at the time, it allowed him to tour across Europe with it -- in fact, you can find videos of him performing in Europe this song,
535.0	539.0	<i>Speaker 1</i>: and so this is 1979's Rap-O Clap-O.
539.0	543.0	"[[Music]] 
<i>Speaker 1</i>: And let us know if you need the volume turned up."
543.0	594.0	[[Music Continued]]
594.0	601.0	<i>Speaker 1</i>: So very, I mean, especially for that era of the late 1970s, a very classic disco influence party rap song,
601.0	608.0	<i>Speaker 1</i>: like there's not necessarily a lot of content depth to it, but, you know, it was him trying to get on top of this trend that by,
608.0	614.0	<i>Speaker 1</i>: I mean, 1979, it wasn't a trend yet, I mean, it was just something bubbling up into the recorded world of music,
614.0	622.0	<i>Speaker 1</i>: but again, you know, Baton as a self-identified Afro-Filipino, um, was sort of on the forefront of this.
622.0	630.0	<i>Speaker 2</i>: Um, and I was asking him how old Joe Baton was when he did this, and he had a career already; he already had a blooming, thriving community --
630.0	632.0	<i>Speaker 1</i>: He was in his thirties; he was not a young man at this point --
632.0	637.0	<i>Speaker 2</i>: Right, so that's smart, right? For, to be in that level of career, and be like, I gotta, recognizing the power of what these kids were doing,
637.0	639.735	<i>Speaker 2</i>: cause hip hop was kind of being written up, rap was being written up.
642.0	653.0	<i>Speaker 1</i>: So, now we're going to move into the 1980s and that for the most part is a sort of a vacuum in the - and I wanna be very specific about it - it's a vacuum in the recorded history of Asian American rappers.
653.0	668.0	There were certainly rappers that were out there, it's just very few of them were actually leaving behind any kind of recorded evidence of their existence, and a lar--partly this had to do with access to the means of making a record, of releasing a record, distributing and whatnot.
668.0	682.0	It's really not until the early 90s that you begin to see rappers who've already been active throughout the 80s finally uh, you know, getting recorded and in some way, in--in different ways, self-identifying themselves as, as Asian American.
682.0	689.0	I think one of the more interesting examples is Fresh Kid Ice, who was a member--a core member of the 2 Live Crew out of Miami.
689.0	699.0	"He is half-Chinese, half-Trinidadian, and in 1992 he released an album called ""The Chinaman,"" and this is one of the singles off that album from '92 called I'll Be Here."
699.0	702.0	<i>Patrick</i>: Who knows 2 Live Crew? Alright.
702.0	711.0	[[Music plays]] [[Lyrics]] Hey yo, Chris man, I got this girl, man, she fine and everything, man, but she always talking bout money, man.
711.0	718.0	She always talking about getting her hair done, her nails done, and you know, times are hard, man, I ain't got it right now, man, what should I do, man?
718.0	721.0	[[second voice]] Well man, let me tell you about the kind of girl you need.
721.0	725.0	This is the song that goes to the ladies who put up with men when times seem crazy.
725.0	729.0	Living through hell, in bad situations, when nothing's right, filled with frustrations.
729.0	738.0	Women that's strong, a permanent shoulder. One who's there so a man can hold her a little tighter in the middle of the night, on a rainy day when times are tight.
738.0	745.0	One who's dared to solve the puzzle. Keep him tryin' to continue to struggle. And to you lady, I sing this song, I'll be around--
745.0	754.0	Whenever you call me, I'll be there. Whenever you want me, I'll be there. [[music fades]]
754.0	764.0	<i>Speaker 1</i>: So, by the mid to late 1990s is really where you see the first flowering of Asian American hip-hop artists who not only self-identify as being Asian American--
764.0	769.0	"again, you could certainly argue that Fresh Kid Ice was doing that by entitling his album ""The Chinaman."""
769.0	787.0	But in terms of the song content, actually, um, including issues around identity, issues around politics and community, um, it's really this generation of rap artists who are very much inspired by the political hip-hop coming out in the early 1990s,
787.0	795.0	that encourages them to want to pursue hip-hop themselves and use the forms of hip-hop-- rapping, DJ-ing, dancing, etcetera--
795.0	803.0	as forms of self-expression that engages and really explicitly discusses what it means to be Asian American or Chinese American or where-have-you.
803.0	812.0	"And, so, one of the key acts of this era was a group out of Philadelphia. It was a trio of Chinese American men named, called ""The Mountain Brothers,"""
812.0	825.0	and they were, I mean their sort of claim-to-fame is they were for a brief moment signed to Ruffhouse Records, which would have made them - had their album actually come out - it would have made them the first, uh, kind-of Asian American hip-hop group to have gotten an album out.
825.0	830.0	Um, things didn't work out with the label, which is a very common, you know, story that you hear amongst many, many artists.
830.0	839.0	"Uh, but they ended up self-releasing their stuff independently, and this is one of the songs they put out around cerca 1996, 1997 called ""The Days of Being Dumb."""
839.0	846.0	And, again, in the very first verse, you hear the producer/MC Chops, uh, being very, kind-of again, very explicit about who and how he identifies.
846.0	852.0	[[Music plays]]
852.0	857.0	[[Lyrics]] I remember way back (I remember way back.)
857.0	862.0	I remember way back (Way back.)
862.0	868.0	I remember way back (I remember way back.)
868.0	879.0	Flippin' the page, back in the days when this little fat Asian kid would sit making beats in the basement on a basic rolling drum box, stolen from Scots. Sneakin' in and listening to Dr. Rockin' Dallas in the PMO weekend.
879.0	885.0	That was me then, sure enough, that I'd won rock in the tide-1 warm-ups. Pull my highs un-tied for kicks in junior high.
885.0	891.0	They put sad little tags on hats and jackets with acrylics, actually answered back to the fat ones when they was asking, can you feel it?
891.0	896.0	Taking up all day making a pause-tape and always late for dinner at the center of my attention I never mentioned.
896.0	904.0	Understanding clear the number of the man in the mirror and maybe my baby brother, so why bother? Even communicatin' is beautiful fascination to my father.
904.0	913.0	Wanted to rock it harder than Herby since early-on when I first heard these songs. And still today, continue my ways from the days of bein' dumb.
913.0	923.0	<i>Speaker 1</i>: So, Patrick, I mean, you're basically half a generation younger than me and I certainly came of age in the era where The Mountain Brothers were a really, really big deal because, you know, we thought of them as the first.
923.0	929.0	"I'm wondering, were you aware of them growing up in Sugar Land, Texas, in that area? 
<i>Patrick</i>: No 
<i>Speaker 1</i>: Cause you would've been in the high school, right?"
929.0	930.0	<i>Patrick</i>: No, no, no. When did this come out?
930.0	932.0	<i>Speaker 1</i>: This was probably '97 or '98.
932.0	951.0	<i>Patrick</i>: Oh, yeah. I was not, I was not aware of them until I went to Berekley, California. And then, um, Asian American studies-- there's a pre-Myspace called Asian Avenue and, uh, they put out CDs, like compilations CDs of Asian American pop-music, so, rock, pop, R&B, and hip-hop, and they were on there.
951.0	956.287	"So, ""Galaxies"" was the first song that blew my mind 'cause they're Taiwanese American, like, like where my family's from."
959.0	966.0	<i>Speaker 1</i>: So I actually came across Mountain Brothers on TV, and I think this was a very California thing. So --
966.0	969.0	How many of you are from the Bay Area? Anybody?
969.0	976.0	OK, so there's probably equivalents in this D.C. area, but Channel 26 in the Bay Area was like the international --
976.0	982.0	is the international channel so you can like, you know, get Chinese news and then afterwards it would be like Korean soap opera,
982.0	986.0	but then like, from, like, 4 to 6 it was the California music channel.
986.0	993.0	And so you had these DJs from local radio stations that were playing a mixture of, like,
993.0	1000.0	hip-hop, R'n'B and also, like, Filipino-American R'n'B and, like, freestyle music.
1000.0	1007.0	And then one day there was like this music video with, like, Chinese dudes rapping and playing mahjong.
1007.0	1011.0	I was like, 'What is this?' So I ran over to -- to the CD store,
1011.0	1020.0	or drove over, rather, uh, and and yeah, and I found it and it was just, like, a drawing of -- the cover was like a cartoon drawing of like three Chinese people,
1020.0	1023.0	and it was like in the hip-hop section so I was like, I gotta buy this!
1023.0	1027.0	And I think a lot of the early searching in the Bay Area was kind of that, like,
1027.0	1035.0	just buying a record because you saw a drawing or a picture of like an Asian person and just, kind of like, hoping it would be dope, but.
1035.0	1038.0	<i>Speaker 2</i>: I mean, I also think this goes back to a point that both of you made earlier,
1038.0	1045.0	is just the -- especially growing up in the -- in my case the 80s, Patrick, in Patrick's case the 90s, and 0-0s,
1045.0	1052.0	just sort of the desperation to see yourself represented anywhere in pop culture, not -- I mean -- not specifically hip-hop but just really across the board.
1052.0	1055.0	I mean I think things have changed significantly in the last,
1055.0	1063.0	let's say, 10 years, and really just in the last, like, 5 years, but you know, it was, it was -- it felt like a complete vacuum for a very long time.
1063.0	1070.0	So someone like the Mountain Brothers was sort of enthralling simply because it reflected the reality that we who were already hip-hop fans,
1070.0	1073.0	or budding performers were already aware, which was sort of our existence,
1073.0	1079.0	but we just didn't see that reflected back to us anywhere. The first sort-of quasi -- I'm sorry, do you want to add anything?
1079.0	1084.99	<i>Speaker 1</i>: Oh then, I just wanna add that Chops is still actively involved in doing music, producing for a lot of folks out there, so look him up.
1087.0	1096.0	<i>Speaker 1</i>: Um, like he just did a couple of sound track songs off of what movie was that. Um, oh God I can't remember now.  All right never mind.  Strike, strike that.
1096.0	1130.0	<i>Speaker 1</i>: So, the first I, I would say quasi household name in Asian American Hip-Hop was a rapper, a Chinese American rapper out of Miami by way of New York or maybe it was the other way around named Jin, and Jin came to Jin came to fame because he won the BET's one of six part freestyle battle.   I think it was something like seven or eight rounds in a row and based off of that exposure he was offered a contract and was released, he released an album on the Ruff Ryders label which again was unprecedented. Those were not examples that you could find of
1130.0	1133.0	<i>Speaker 2</i>: Ruff Ryders, anybody know who the Ruff Ryders are?  DMX
1133.0	1138.0	<i>Speaker 1</i>: Ok.  Yeah, I keep forgetting it's 2016 now. So yeah
1138.0	1139.0	<i>Speaker 2</i>: You want to play this?
1139.0	1159.0	"<i>Speaker 1</i>: So, and so this was very strategic.  Jin's first single on the Ruff Ryders label was a song called ""Learn Chinese"".  And in earlier years some Asian American artists would try to not necessarily engage with their ethnic racial identity that explicitly because they really wanted to be seen as artists first, Asian Americans second."
1159.0	1179.0	<i>Speaker 1</i>: But I think Jin makes a very interesting kind of preempted strike of a sort which is I'm going to put my racial identity out there in the front end so that I don't necessarily have to come back and address it later, and you can tell from the very first word he says yeah I'm Chinese and what.  It's basically this challenge, I dare you to make something out of my, my racial background.
1179.0	1191.0	"<i>Speaker 2</i>: I think but also before he played in interviews I've watched of him he hated, he hates the single. And I think it wasn't completely Jin's 
<i>Speaker 1</i>: Right. 
<i>Speaker 2</i>: agency to be like I want to be [[?]] 
<i>Speaker 1</i>: right"
1191.0	1203.0	"<i>Speaker 2</i>: because I think like a lot of records are like you've got to do this you've got to do this. 
<i>Speaker 1</i>: Right 
<i>Speaker 2</i>: And then Wyclef produces beat and even the beat is very oriental like. 
<i>Speaker 1</i>: Ching Chongy would be the way that I [[?}} 
<i>Speaker 2</i>: But we'll play it for you"
1203.0	1214.0	"[[Recording of ""Learn Chinese""]] Yeah, I'm Chinese and what. You know who this is, Jin Let me tell you this The days of pork fried rice and chicken wings coming to your house by me is over"
1214.0	1225.0	Ya'll gon' learn Chinese Ya'll gon' learn Chinese Ya'll gon' learn Chinese When the pumps come out, you're gon' to speak Chinese
1225.0	1234.0	Ya'll gon' learn Chinese Ya'll gon' be Chinese Ya'll gon' learn Chinese When the pumps come out, your gon' speak Chinese
1234.0	1244.0	This Hip-Hop shit could fuck up your head man I know a bunch of Crips that love red man Blood walk in New York, man, things done change Stop, the Chinks be all over the game
1244.0	1254.0	This ain't Bruce Lee, You watch too much TV This is a game of death when I aim for your chest Too much cess got me seein' slow motion Eyes barely open with a roach roastin'
1254.0	1264.0	And your girl, she loves the Jin ocean Rub it on her body like Body Shop lotion What's the commotion, you never seen me The original chinky-eyed emcee
1264.0	1277.0	"You don't want to step to the army And Double-R rank refugee And the barrel of the gun gonna make you speak another language And Amigo I ain't talking about Spanish Ya'll gon' learn Chinese [[Recording of ""Learn Chinese""/]]"
1277.0	1301.0	<i>Speaker 1</i>: And so again you can hear very explicitly, very defiant almost way in which he really is engaging his Chineseness and again is sort of daring people to make something of it.  I mean I don't like the song esthetically, but as a scholar I could write, I feel like I could write an entire dissertation as deconstructing both the song and the video because it's, it's just layered in both deconstructing stereotypes, but also reengaging them, but anyways I digress.
1301.0	1335.0	<i>Speaker 1</i>: So this came out about 2002, I think.  And really the 2000's, I mean I mention the 90's were kind of the initial renaissance from which you begin to see more Asian American Hip-Hop artists coming into a public eye but it is really since over the last 15 years where there has just been an explosion.  And I think this is a good time to talk about the group that Patrick himself is involved in or was involved in which was the trio of Kiwi, Bamboo, who is also performing here at the Folk Festival and then Patrick which is a trio called Native Guns.  And P do you want to talk a little bit about the background of Native Guns?
1335.0	1383.0	<i>Speaker 2</i>: Native Guns started, Native Guns is two Filipino Americans whose from, who both grew up in L.A.  Bamboo who is here performing in the Festival and Kiwi and they both work have solo careers Filipino Americans and Kiwi was very much a part of also the activism, the Filipino activism movement.  And, Bam was just starting to kind of get involved with that and it was like it was at a concert for a Homey who had who had been murdered.  They had a funeral for him.  They had a memorial for him and they both performed, they hey, and that's when they first connected.  And they decided to try some tracks together, and that's when they connected.
1383.0	1394.17	"<i>Speaker 1</i>: And broadly speaking, what kind of things did Native Guns rap about, talk about, engage with. 
<i>Speaker 2</i>: Native Guns is a as you call it a very politically conscious rap group."
1397.0	1401.0	"<i>Speaker 1</i>: So what do you wanna play for us? 
<i>Speaker 2</i>: Band -- We'll call it gangsta rap but with a third dimension to it."
1401.0	1404.0	You know, talking about more than just the two-dimensional aspects of it.
1404.0	1409.0	"So we're gonna play a song off the first album ""Barrel Men"" and the song's called ""Hammer""."
1409.0	1431.0	[[Music plays]]
1431.0	1433.0	<i>Singer 1</i>: I see you, bastard
1433.0	1436.0	<i>Singer 2</i>: Put up a pistol and whistle a warning by calling your people to war.
1436.0	1439.0	Whether it's marching a rally and all of us battling and out to get more for the poor.
1439.0	1442.0	Attacking political strategists, people with cameras. Savages ready to go.
1442.0	1445.0	I coulda shut the fuck up but I was nice enough to let y'all motherfuckers know;
1445.0	1451.0	It's time for the victimized to be let inside and be given a shot to be heard. Instead of just sitting around for another let-down. Together was bound to be burned.
1451.0	1457.0	The table is turning, and every direction is us getting 'f'ed in the 'a' and every day another young brother gets carried away in 1 in 3 different ways.
1457.0	1461.0	One: Getting too heated and pulling the heat to get backed to get a man clapped.
1461.0	1464.0	Two: Getting carried away in a body-bag from being on the wrong end of a gat.
1464.0	1467.0	Three: Getting carried away handcuffed to your back and pigs putting kicks in your ribs.
1467.0	1470.0	It's a twisted psychology, tragedy, comedy. And that just how it motherfucking is.
1470.0	1473.0	We live in the last days - the Patriot Act - our veterans still in a rut.
1473.0	1476.0	Nat-ive Guns. That's what's up. 1-2-3 bruh, brrup-brup-brup-brup.
1476.0	1479.0	Belt buckle hiked up, now I'm ready to roll. My people, y'all ready to go?
1479.0	1483.0	Where my soldiers at? Give me 5 seconds to grab my Roscoe and get on the road, baby.
1483.0	1485.0	Native Guns.
1485.0	1486.0	Native Guns.
1486.0	1487.0	Raise it all.
1487.0	1489.0	Whether you that (Bru-bru-bru)
1489.0	1490.0	LA go (Bru-bru-bru)
1490.0	1496.0	<i>Speaker 1</i>: Just a real quite question. I realize it's now 12:23. How many of are you are planning to go to a session at 12:30?
1496.0	1507.0	Because we have this space until 12:45, but if people are going to be jetting in like 7 minutes, then I wanted to create enough time for any audience questions. But if you're all with us until then, then we'll keep going.
1507.0	1511.0	So is anyone here planning on going to something else at 12:30?
1511.0	1513.0	Alright, captive audience. Okay.
1513.0	1516.0	Um. [[clicks tongue]]
1516.0	1519.0	Let's see. What else do we -- Let's talk about um, --
1519.0	1525.0	I mean, we haven't really talked about sort of the regional differences and we've mentioned, like, where different people have come from city-wise but,
1525.0	1530.0	certainly Seattle has been one important space in which you see, um, you know.
1530.0	1536.0	It has -- number 1 -- a large API population and uh, Seattle has had a long hip-hop history into itself.
1536.0	1542.0	"One of the key groups to emerge out of there in the 00's, was a group called ""Blue Scholars""."
1542.0	1551.0	Which in a lot of ways, I mean -- Peter was saying to me earlier -- you know Macklemore, like Blue Scholars was critical to sort of, Macklemore's emergence out of that city, right?
1551.0	1558.0	<i>Speaker 2</i>: Right. Well, Blue Scholars was the first -- it's not -- definitely not by any means the first rap group out of Seattle. We have Sir Mix-a-Lot, um, [[Crosstalk]] Nasty Nas --
1558.0	1560.0	<i>Speaker 1</i>: [[Crosstalk]] Nasty Nas' Dj, right?
1560.0	1570.0	<i>Speaker 2</i>: -- was a DJ for him. Um. They were the first hip-hop group that a lot of the suburban white kids, who were really into rock music --
1570.0	1580.0	They - that was the first rap group that they got into. So it took Seattle rap to a whole new level of, uh, of, um, of exposure.
1580.0	1583.0	So they were like selling out 900 person venues. They were like the hometown heroes.
1583.0	1589.0	And they created a climate where you could be an independent rapper in Seattle, and succeed.
1589.0	1597.0	And so Macklemore -- who is a homie -- um, was definitely one of the young homies who was always rapping with us, on shows with us, and um --
1597.0	1600.0	<i>Speaker 1</i>: And the members of Blue Scholars are?
1600.0	1608.0	<i>Speaker 2</i>: They're Sabzi the producer-DJ, and Geologic -- well, Prometheus Brown, the MC, who's Filipino-American. And Sobzi is Iranian.
1608.0	1611.0	"So we'll play -- this is their first single called ""No Rest For The Weary""."
1611.0	1612.0	<i>Speaker 1</i>: What year was this?
1612.0	1613.0	<i>Speaker 2</i>: I think '05.
1613.0	1614.0	<i>Speaker 1</i>: Okay.
1614.0	1614.82	[[Music plays]]
1618.0	1687.0	[[Music]]
1687.0	1689.0	[[Music Fades]]
1689.0	1700.0	<i>Speaker 1</i>: One thing that we-we should also mention is that one reason why there has been this massive flowering of Asian American rap artists over the last fifteen years is that the means of production and distribution have changed dramatically, right.
1700.0	1717.0	<i>Speaker 1</i>: It used to be that-- if you wanted to put out a record you needed some kind of gatekeeper to sign you, to basically fund your-- the production of your-- the engineering, the mastering, the physical manufacturing of the CD or the Cassette or the vinyl LP and then distribute it to stores.
1717.0	1732.0	<i>Speaker 1</i>: So there was a lot of layers of very skeptical people that you had to convince. And as an Asian American like your product was legitimate-- it could find an audience. But largely, because of the Internet you can now create-- distribute these things, market these things all on your own.
1732.0	1744.0	<i>Speaker 1</i>: And I think one of the spaces that has really opened up has been for Asian American female artists to merge out of this. And you can go all the way back to the early 1980's to find examples of Asian American women rapping.
1744.0	1763.0	<i>Speaker 1</i>: It's just that very few of them were able to get recorded doing it because of-- again-- the difficulties of the means of production. And it's really been in these last ten years that there's been, really, a bounty of many more Asian American women finally entering into this because they can now, kind of, jump the line. They can skip all the gatekeepers and just create their own work and then put it out there.
1763.0	1770.0	"<i>Speaker 1</i>: One example of this would be Rocky Rivera from the Bay Area and this is a freestyle she put out a couple years ago called ""Slick Talk."""
1770.0	1829.0	[[Music]]
1829.0	1831.0	[[Music Fades]]
1831.0	1845.0	<i>Speaker 1</i>: And then Ari and so I should've mentioned that Rocky Rivera is Filipina-American, again out of the Bay Area. And perhaps sort of the-the Asian American female artists who have come most to the fore is a Korean American artist out of New York City named Awkwafina.
1845.0	1857.0	<i>Speaker 1</i>: And again, largely because she can create her own videos, produce her own music, and then put it on Youtube or put it on Soundcloud. It's given her the ability to find that audience that in previous generations would've been much, much more difficult.
1857.0	1862.0	"<i>Speaker 1</i>: This is a song she put out a couple of years ago on Youtube with her own video called ""Yellow Ranger."""
1862.0	1928.0	[[Music]]
1928.0	1930.0	[[Music Fades]]
1930.0	1944.0	<i>Speaker 1</i>: Patrick, do you want to add anything about, sort of, the way Internet distribution had been-- I mean I know there's-- it's not a panacea but it's certainly created opportunities for artists to release their own material in ways that didn't exist in the past.
1944.0	1962.0	<i>Speaker 2</i>: You were saying before--it took-- it was like a months long process to put anything out because of the mixing-mastering process. Now, Bam and I, we-we can record a song tonight and put it out in the morning for the Festival Goers, you know, on Youtube. As long as we have a mic, a computer program, and Internet-- WiFi access.
1962.0	1967.0	<i>Speaker 1</i>: And if you wanted to make a video for that song, you can probably whip that together in a matter of weeks, if not days?
1967.0	1976.0	<i>Speaker 2</i>: Right. And we're not limited by physical areas, like that would be global. [[Stuttered]] And that's how Awkwafina got blew up. She blew up globally, internationally, through the Internet through Youtube videos.
1976.0	1993.0	<i>Adriel Lewis</i>: Yeah I think that's one thing that also has, kind of, come with online distribution is, um, before it was, kind of, perceived as like-- you know, and-and this is across the board with music, that-that you really only made it, if you made it in America, right.
1993.0	2015.0	<i>Adriel Lewis</i>: But, um, with Internet distribution, what also happened is I think-- you see artists like Dumbfoundead, Awkwafina, Bamboo, who-who have embraced a global audience. And started to understand the draw a diaspora, right, and so you have artists who are actually not just touring within the U.S but also touring throughout Asia.
2015.0	2028.0	<i>Adriel Lewis</i>: Bamboo, yesterday, during his set, was talking about, you know, kind of a testimonial of the first time he performed in the Philippines, and how going to Manila for the first time, when he was started rocking the crowd, like, everybody in the audience knew the words to his music already.
2028.0	2033.0	<i>Adriel Lewis</i>: And-and that's-- I think, wouldn't have been possible in the era of record stores.
2033.0	2052.0	<i>Adriel Lewis</i>: And I think also, folks, I think, in the 90's and early 2000's were really just tryna prove themselves in a more insular hip-hop community. Where now, you really do see folks who are kind of walking, you know, in between different kinds of spaces.
