start	end	original_text
194.0	207.0	<i>Speaker 2</i>: If you are looking at the Smithsonian blog for the festival, which I hope you are because it's pretty fantastic, there is a great profile of Nancy there, just posted this morning, so it's right at the top of the blog right now.
207.0	216.0	<i>Speaker 2</i>: If you really want to know what's going on with this woman, read that profile; it's going to blow your mind. It's like super interesting; her history is so interesting. I expect some of that will come out as we proceed.
216.0	227.0	<i>Speaker 2</i>: Next to me is Sean Miura, who is very much a community activist; I would even say community agitator in a really great way; in a productive way in terms of the art.
227.0	240.0	<i>Speaker 2</i>: And that too will come out as we proceed. He is a shamisen player. He has-  I don't even know how to describe you, because you do so many things, and it all connects in a way that I want to come forward as we talk today.
240.0	245.0	<i>Speaker 2</i>: Let's start with some straightforward matters. What generation are each of you?
245.0	252.0	<i>Speaker 2</i>: Surely you know that in a context of immigration and migration, what generation you are matters very, very much indeed.
252.0	261.0	<i>Speaker 2</i>: In Ethnic Studies, we say the first generation are the folks who emigrated from someplace else to here, in this case, which would be the United States.
261.0	268.0	<i>Speaker 2</i>: Second generation are the children of those original migrants. Right? Now, third generation, and so on.
268.0	270.001	<i>Speaker 2</i>: I think we also know that often generations of [[?]]-
275.0	283.0	<i>Speaker 1</i>: Question. So it's important to get that out here, with um the relevant generations within the Japanese-American experience.
283.0	292.0	<i>Speaker 1</i>: Uh, we're going to have to hand this mic around so, so, - Oh, good. There's two. What generation are each of you and, and, explain the Japanese terms for generation as we go along?
292.0	297.0	<i>Speaker 2</i>: Ok, I am third generation. My grandparents came to, uh, from Hiroshima, Japan.
297.0	307.0	<i>Speaker 2</i>: My parents were special niseis, they were kibei niseis, so they were born here, so they're citizens, but they went back to Japan, to be educated.
307.0	317.0	<i>Speaker 2</i>: So my, my mom went back as an infant, and came back to get married. My dad left at about 9, and came back at the age of 18.
317.0	325.0	<i>Speaker 2</i>: So that's what uh, kibei nisei is then. And I'm just a regular Sansei; third-generation.
325.0	339.0	<i>Speaker 3</i>: Hi, I'm a Sansei, third-generation, sort of a mixed-blood. My grandmother was a Mormon uh, uh, American. And my other grandmother was a picture bride.
339.0	346.0	<i>Speaker 3</i>: But I call myself uh, uh, Japanese-American Sansei. But you know what? Can I do something?
346.0	354.0	<i>Speaker 3</i>: I want everybody, just in the, in the house here, just to say what generation they are, because I just like to know.
354.0	360.0	<i>Speaker 3</i>: Can we start with you? Well, you don't know right? How many generations your people have been in this country?
360.0	393.0	"[[People talking in the background]] 
<i>Speaker 3</i>: 3? 5? 4? 3? 2? 4? Huh 7? [[Laughter]] Ok long time. 6? In the back row there? 5 or 6? 1? Aha. So, ok, that's all."
393.0	396.791	<i>Speaker 4</i>: I'm nisei and a half.
400.0	410.0	<i>Speaker 1</i>: My mother was kibei, which means she was born in Orange, California, went back to Japan, and about the fourth-  which is usually about the fourth grade.
410.0	429.0	<i>Speaker 1</i>: Came back to the United States when she was about 26, and so, culturally I'm two and a half. So I speak a little Japanese. She was a Japanese school teacher, and generationally, I like to say, I am two and a half. [[speaks Japanese]].
429.0	443.0	<i>Speaker 2</i>: I'm third generation-  Parents born in-  My father was born in Whitefish, Montana, and then my mother was born in Kemmerer, Wyoming, but got their education in Japan, and came back.
443.0	451.0	<i>Speaker 3</i>: I am three and three-quarters generation, but I say that I am fourth generation [[speaks Japanese]],
451.0	460.0	"<i>Speaker 3</i>: just to sort of provide a little bit of context as to why we are saying ""generations"", because I think that's- In many other communities that's not something you talk about often."
460.0	466.0	<i>Speaker 3</i>: For people of color, like, policy, and history, and waves of immigration really affect our generational cultures,
466.0	470.0	<i>Speaker 3</i>: and the way that we're perceived, and the way that we perceive the country, and the world.
470.0	476.0	<i>Speaker 3</i>: So with that with each generation has come different challenges, and different strengths, and different victories.
476.0	481.0	<i>Speaker 3</i>: So it's, it's as we talk more, you'll get a better sense of that I think.
481.0	494.0	<i>Speaker 4</i>: Yeah. Yeah. One of the things that Asian Americans have to deal with constantly is often based strictly on terms of what our faces look like,
494.0	499.0	<i>Speaker 4</i>: not being regarded as being fully American or you know of the U.S. Right?
499.0	508.0	<i>Speaker 4</i>: So what we often have to explain is what it means to be Japanese-American or Chinese-American, which is not the same as being Japanese. Right?
508.0	518.0	<i>Speaker 4</i>: However, we carry traces of of the home country in all kinds of ways through our family life. And very quickly, I wonder do each of you have Japanese names?
518.0	523.351	"<i>Speaker 4</i>: And I'm not going to say in addition to your ""American names"", but rather, what is the interaction be-"
528.0	535.0	<i>Speaker 1</i>: Since I'm holding the mic my name is Tezuo in Japanese. Kind of means, ah, never mind.
535.0	540.0	<i>Unknown Speaker</i>: what does it mean?
540.0	550.0	<i>1</i>: Well, long story short, it means like iron, the characters are like iron, and having, you know, strength, those kind of things.
550.0	554.0	<i>Speaker 2</i>: Most of my very young life I was Joanne.
554.0	561.0	<i>Speaker 2</i>: I didn't even know that I had a Japanese name because I'm a post-war- Well, no. I'm a pre-war baby.
561.0	567.0	<i>Speaker 2</i>: I was born just before the beginning of the war, so we were busy trying to be American.
567.0	574.0	"<i>Speaker 2</i>: So they gave me ""Joanne"" was my name, and only after I was in the Asian-American movement,"
574.0	584.0	"<i>Speaker 2</i>: in the late 60's and early 70's, did I claim, reclaim my Japanese name, which is ""Nobuko"", and that's all I use now."
584.0	590.0	"<i>Speaker 3</i>: Most of my Japanese-American, ""JA"" friends; their middle name is Japanese,"
590.0	600.0	"<i>Speaker 3</i>: but my father thought I was Japanese first, so my first name is ""Mariko"", and my middle name is ""Elaine"". And my father got my middle name off of a radio program. [[laughter]]"
600.0	608.0	"<i>Speaker 2</i>: Actually, that's true with me too, my first name is ""Nobuko"" on my birth certificate, and my middle name was ""Joanne""."
608.0	617.0	<i>Speaker 1</i>: My first name is George like George Washington. Everybody wanted their kids to be the president of the United States. [[Laughter]]
617.0	629.0	"{SPEAKER name= ""Speaker 4""} So my middle name is really interesting, it's-  Most of the girls have a ""k-o"" - ""ko"" - like ""Machiko"", ""Michiko"", ""Nobuko""."
629.0	646.0	"{SPEAKER name= ""Speaker 4""} "" So my father's first name, they took the first syllable of my father's name, which is ""Minotu""-- ""Mi"", and the first syllable of my mothers' name, which is ""Ito"". So Mi-I-ko. So that's my name, ""Miiko""."
646.0	655.0	<i>Speaker 5</i>: so um, my name - my first name is Sean, and my middle name is Takeo, which comes from my grandfather.
655.0	667.0	<i>Speaker 5</i>: Just to give you a little bit -  There is actually a story behind it, for any [[?]], that's related to immigration. So my great great grandfather immigrated from [[Golka?]] to mine in Utah, and he immigrated without papers.
667.0	678.0	<i>Speaker 5</i>: So, he came through Mexico, which was very common back then. So, in our family there was a single character that was passed down from generation to generation, from male to male,
678.0	685.0	"<i>Speaker 5</i>: kinda like how you have like ""James"", like ""James, Sr."", ""James, Jr."", the III, the IV, and so on."
685.0	691.0	"<i>Speaker 5</i>: We'll take that one character and pass that character down. So like :[[""Sakamon"", ""Sakuichi"", and ""Sakui""?]]."
691.0	705.0	<i>Speaker 5</i>: And then when we got to America, because my great great grandfather was so ashamed that he had come over without papers, he had his son and when he had his first child, my grandfather, he had him change his name completely and take that character out.
705.0	714.0	"<i>Speaker 5</i>: So that's how he became ""Takeo"". And so my grandfather was actually born on the fourth of July, so his name was given as [[?]], ""Happy Birthday to Sean's grandfather""."
714.0	725.0	"<i>Speaker 5</i>: And so he born on the fourth of July, so his father gave him a Japanese name, and the doctor said, ""Well, no one is going to be able to say that, so let's name him ""Paul"" after Paul Revere."
725.0	748.0	"<i>Speaker 5</i>: [[Laughter]] So his name is Paul Takeo Bannai, [[Laughter]] which is-  And so ""Takeo"" means ""warrior"", like ""warrior-dude"", kinda ""warrior-man"", which is funny because my grandfather not only became a soldier, cause of warrior Takio, but became a [[?]] Republican politician in California, so the first Japanese-American Assemblyman."
748.0	753.476	<i>Speaker 5</i>: So, the names kinda have power, yeah. [[shout]] Wow! -
756.0	760.0	<i>Speaker 1</i>: Wow! I did not know that and that's like, that is fantastic!
760.0	766.0	<i>Speaker 1</i>: Oh wow, um, and I should say I'm actually Chinese American,
766.0	772.0	<i>Speaker 1</i>: I'm actually also multi-ethnic. Hey did you know that it's possible to have more than one self-identity?
772.0	786.0	<i>Speaker 1</i>: Are you, I mean have you gone down that path yet? [Laughs]] [[Background talking]] Yeah, yeah, yeah, right. Got any pure people out there?
786.0	795.0	<i>Speaker 1</i>: Alright, yeah right, exactly, I'm half white-American which in my case is a mixture of Scottish and German,
795.0	801.0	<i>Speaker 1</i>: the other half of me is Chinese, specifically from the Guangdong or the Taishan area of southern China.
801.0	806.0	<i>Speaker 1</i>: And I do have a Chinese name. My grandmother was very careful to make that happen.
806.0	817.0	<i>Speaker 1</i>: All of my cousins have Chinese names. I'm really distracted by that in a great way. Next question from my friends here.
817.0	826.0	<i>Speaker 1</i>: When do you feel most Japanese-American, and I mean Japanese-American, not Japanese, because none of you are, in fact, Japanese.
826.0	837.0	<i>Speaker 1</i>: And I'm asking this because, in my opinion, feeling and emotions are not, um, something that are always simply personal, and private, and unique to oneself,
837.0	849.0	<i>Speaker 1</i>: but I would argue that feelings and emotions are actually very much related to the big rolled-up power of politics and outside forces that shape who we are and what we're able to feel.
849.0	857.0	<i>Speaker 1</i>: So, here's my question to you. When do you feel most Japanese-American, and I can say that is, you know, I feel most Chinese-American,
857.0	863.0	<i>Speaker 1</i>: um, in at least two different contexts. One when my father, who died sixteen years ago, would make,
863.0	868.0	<i>Speaker 1</i>: Jook the day after Thanksgiving every year when he would, this is the part he liked best about thanksgiving,
868.0	875.0	<i>Speaker 1</i>: he would take the carcass from the turkey and he would boil it for like a day, and the house would smell amazing,
875.0	880.734	<i>Speaker 1</i>: right? I would feel particularly Chinese-American the day after Thanksgiving. I feel most Asian-American when I'm with other
883.0	907.0	<i>Speaker 1</i>: Right so, that's my example. When do you feel most Japanese-American?
907.0	914.0	<i>Speaker 2</i>: Okay, okay. Uh, yeah, okay. I think the festivals, the Japanese festivals, like we celebrate Obon. Obon is a kind of a festival like the Day of the Dead. You know, celebrating our ancestors; looking back and saying we're gonna dance in joy because we're here because of our ancestors.
914.0	926.0	<i>Speaker 2</i>: You know. So, it's celebrating that kind of thing. The many different forms that it takes. And really, you know, this Obon festival that we do is a very Japanese-American thing.
926.0	931.0	<i>Speaker 2</i>: It's not -- they don't do it the same way in Japan. They don't do it the same way.
931.0	940.0	<i>Speaker 2</i>: For us in a way, it's a, it's a way to celebrate our culture and better, feel better about ourselves.
940.0	952.0	<i>Speaker 2</i>: You know, we're here in America, and we experience racism and those kind of things, but as a community, when it comes together and you dance together in circles and stuff like that, it's great, yeah.
952.0	956.0	[SILENCE]
956.0	968.0	"<i>Speaker 3</i>: [[light background music]] I'm, I'm a little confused. How do I feel as a Japanese-American or- [[Cross Talk]] 
<i>Speaker 1</i>: No! 
<i>Speaker 3</i>: -or when? Or- 
<i>Speaker 1</i>: Or when. 
<i>Speaker 3</i>: Japanese or Japanese-American? 
<i>Speaker 1</i>: Or where? 
<i>Speaker 1</i>: Japanese-American [[/Cross Talk]]"
968.0	969.0	<i>Speaker 3</i>: No, what's the difference there?
969.0	973.0	"[[Numerous people talking at once]] OH! 
<i>Speaker 1</i>: OH! OK! YEAH! Give it right back to me, there. [[Laughs]]"
973.0	985.0	<i>Speaker 1</i>: Yeah. I'll let you pursue that as you like. I have no, no, no skin in the game of trying to like put people into categories. That's not my intent.
985.0	998.0	<i>Speaker 3</i>: I think being and why we're here, performing and sharing the culture, that's when I feel Japanese, or Japanese-American.
998.0	1005.94	<i>Speaker 3</i>: So I am taking this part of me; my Japanese-American, Japanese part of me and sharing it with the public.
1009.0	1014.0	<i>Speaker 1</i>: I go sharing that Japanese part of me, with the general public.
1014.0	1021.0	[[Background conversation]]
1021.0	1031.0	"<i>Speaker 2</i>: I was born, you know, in West Los Angeles, in a very small Japanese community called ""Sawtelle"", in West L.A."
1031.0	1042.0	<i>Speaker 2</i>: So, feeling the separation of being American or Japanese, when I speak English, and then that's when I feel like I'm Japanese,
1042.0	1050.0	<i>Speaker 2</i>: but then identifying myself as Japanese is when I really go down to Little Tokyo, and being around my people.
1050.0	1056.0	<i>Speaker 2</i>: So, I grew up probably just feeling- Everyday I feel Japanese-American.
1056.0	1059.0	<i>Speaker 2</i>: I mean like, today, I feel Japanese-American,
1059.0	1070.0	<i>Speaker 2</i>: exposing some of our culture, sharing some of our culture and our ideas, but speaking English, and to be able to communicate how we feel, is very different.
1070.0	1075.0	<i>Speaker 2</i>: It's very different, and I feel quite confident as an Asian woman.
1075.0	1079.0	<i>Speaker 2</i>: You know, I think it's more of an Asian woman, but I know my culture is Japanese.
1079.0	1086.0	<i>Speaker 2</i>: So, when I go to Little Tokyo, I sit down in a restaurant, I walk around there; that's my playground.
1086.0	1090.0	[[Background noise; no speaker]]
1090.0	1093.0	"<i>Speaker 3</i>: I think that was interesting, the ""what's the difference?"","
1093.0	1099.0	<i>Speaker 3</i>: cause that actually- that does get me going, because I do think that, well, to me, they're very distinct.
1099.0	1105.0	<i>Speaker 3</i>: So, I think where I feel- So,, I mean, first off, the answer is that I always feel very Japanese-American.
1105.0	1117.0	<i>Speaker 3</i>: Um, so I think it's- I was very lucky to be raised in a generation where difference has been celebrated, to an extent.
1117.0	1128.0	<i>Speaker 3</i>: Obviously, we're still facing a lot of, without swearing, messed up things in the world, and obviously we're sort of in this continuous fight for,
1128.0	1133.0	<i>Speaker 3</i>: for equality and for just respect on, like, a systemic and social level.
1133.0	1146.0	"<i>Speaker 3</i>: But, I think I was generally raised within a sense that, yeah, if you're different, and you come from a culture that is ""other,"" quote, unquote, ""other"" meaning none-mainstream white, generally,"
1146.0	1155.0	<i>Speaker 3</i>: that that comes with a lot of, of sort of specialness; and like you're able to come to show and tell with whatever you picked off your kitchen table.
1155.0	1166.0	"<i>Speaker 3</i>: You know, it's like it's cool. Um, but where I think then, I feel the most Japanese-American, where I'm like, ""Oh, this is very Japanese-American of me,"" is when I'm in a moment where I'm saying,"
1166.0	1179.0	<i>Speaker 3</i>: I'm speaking with somebody, and speaking about something with words that could not be understood contextually by somebody from, who is not Jap- who is not American, who is like, mainstream  white-American.
1179.0	1183.0	<i>Speaker 3</i>: Or non-Japanese-American, but could also not be understood by someone from Japan.
1183.0	1190.0	"<i>Speaker 3</i>: So, like, If I start talking to somebody about Obon, and I just like go up to you and I'm like, ""Hey do you want to go down to J-town?"""
1190.0	1195.99	"<i>Speaker 3</i>: ""Obon is happening that night, I figured we could stop at [[?]] and grab teriyaki chicken."""
1198.0	1207.0	"<i>Speaker 1</i>: That may sound to you very, very Japanese, but in truth if you said that to a native Japanese person, they'd be like, ""I don't know what the hell you're saying right now. Like what, what are these words? Like, why are you butchering our language?"""
1207.0	1214.0	<i>Speaker 1</i>: So it's, it's- There is this, like, space that we exist in that's different, and I think that's kind of where I feel the most-
1214.0	1219.0	"<i>Speaker 1</i>: I'm able to feel like, ""Oh, that's kinda cool that I can just say that and no people got it. I'll be right there"", you know."
1219.0	1229.0	<i>Speaker 1</i>: I also feel most Japanese-American when I'm getting compliments, 'cause it's like- I think that's one thing that's gotten passed down, generation to generation. It's like the inability to take compliments,
1229.0	1235.0	"<i>Speaker 1</i>: is like I feel very uncomfortable when people start calling me, and I start going, ""Oh, uh ok,"" you know."
1235.0	1240.0	<i>Speaker 1</i>: Like, no one ever told me to do that, it's just something that I got, I think so.
1240.0	1242.0	{Background noise and no speaker}
1242.0	1252.0	<i>Speaker 2</i>: Shaun is really good. He, like, breaks it down, you know. [[Laughing]] Anyway, uh, I feel, I'm going to break it down in three levels.
1252.0	1260.0	<i>Speaker 2</i>: First, I don't dress like this every day. [[Laughing and comments]] Probably, you know, maybe a couple of three times a year.
1260.0	1271.0	<i>Speaker 2</i>: So it's, it's, people are looking at me and this festival like this is my normal way. I don't wear shoes like this. This is not normal for me.
1271.0	1281.0	<i>Speaker 2</i>: So I feel, when I'm dressed like this, I feel very Japanese-American. Uh, that's one thing. [[Laughing]]
1281.0	1296.0	<i>Speaker 2</i>: The other thing is; I live in a household. I'm, my, um, my child is African-American and Japanese, so I'm always feeling Japanese American.
1296.0	1312.0	<i>Speaker 2</i>: My husband, now, is African-American. I live surrounded mostly in an African-American household because my mother-in-law stays there six months out of the year.
1312.0	1317.0	<i>Speaker 2</i>: She's 107 years, old born in Ellisville, Mississippi, is, is living in-
1317.0	1333.0	<i>Speaker 2</i>: So, I find- There's a big problem I have in communication between what comes out because I am a very high context person, I don't answer questions directly.
1333.0	1342.16	"<i>Speaker 2</i>: ""What do you want to do?"" ""Oh, what do you want to do?"" So I, I defer a lot to people around me-"
1344.0	1355.0	"<i>Speaker 1</i>: Like this! No, no. So, my husband can't stand it. ""Just say what you want! Say what you want to do."" And I can't, I find myself unable to do that."
1355.0	1367.0	<i>Speaker 1</i>: And I'm trying to explain to him this is part of my culture. And he doesn't really understand that. So, that's when I feel very Japanese and, Japanese-American. [[Background noise]]
1367.0	1378.0	<i>Speaker 2</i>: Can I add something? [[Background noise]] Uh, I wanna make a point that I think most of us here are more Japanese than the people in Japan.
1378.0	1390.0	<i>Speaker 2</i>: The kids in Japan they're learning to play the piano, the violin, and ballet. And here we have young people here learning to play the shamisen and other Japanese instruments. [[Background noise]]
1390.0	1401.0	<i>Speaker 2</i>: People in Japan, they don't know how to dress themselves like this, you know. So, they're in awe that we are more Japanese, that, than they are in Japan.
1401.0	1408.0	<i>Speaker 2</i>: They are becoming so westernized, and here, we are trying to maintain the culture. And yes, it's a sad thing.
1408.0	1410.0	<i>Speaker 2</i>: So, someone's gotta keep it up. [Laughter]
1410.0	1425.0	"<i>Host</i>: Yeah, yeah. Wow, I'm I'm loving this conversation, and I love the ways in which, you know, the things that each of you raised goes right to the heart of the big questions for this part of the festival, ""What is Home?""."
1425.0	1439.0	<i>Host</i>: It's on the back board there, and that's what I'm pointing at. And what it comes down to is that when and where you feel at home, when and where you are able to feel safe and most fully yourself, most comprehensively yourself,
1439.0	1453.0	<i>Host</i>: you know, changes from moment to moment, from place to place, in fact.  And I think it's important to acknowledge that we are not able, especially folks of color in the United States are not able, are not permitted or allowed to feel safe and most fully themselves in all spaces.
1453.0	1457.0	<i>Host</i>: Right? You know. I mean- Surely, this is self-evident at that point- at this point.
1457.0	1469.0	<i>Host</i>: I have to turn the conversation to the Japanese-American Internment - the E.O. 9066, passed in the early part of 1942.
1469.0	1482.0	<i>Host</i>: I expect, but I can't be sure, that all of you know that from 1942 to 1945, all Japanese-Americans and all Japanese, within a certain zone on the west coast, had their civil liberties violated, [[Background noise]]
1482.0	1490.0	<i>Host</i>: and between a hundred and ten and a hundred and twenty-five thousand Japanese and Japanese-Americans were put in concentration camps. [[Background noise]]
1490.0	1502.0	<i>Speaker 2</i>: I'd like to get you have the sense- [[Background noise continuing throughout]] I know, frankly I love the fact that the soundscape of the festival is as thick and dense, and often competing as it is, so bear with me on this.
1502.0	1529.0	<i>Host</i>: [[Background noise continues]] Listen to both me and them. I think it is absolutely possible to listen to more than one thing at a time. And I think that, as people as we all are at this festival, living through difference, and recognizing difference, and being with people who are different from ourselves, that means being able to listen to more than one thing at a time, right? So, you all just did great.
1529.0	1544.0	<i>Host</i>: I want to talk about Internment. I want to ask each of our panelists here, if you don't mind. You know, no pressure if you don't want to talk about this, of course. Because these are painful histories, painful memories of- within the J.A. community.
1544.0	1552.52	<i>Host</i>: What is your family history with the Internment? And in what ways do you feel it continues to be part of your family history?
1555.0	1569.0	<i>Speaker 1</i>: Um, [[clears throat]], I was two years old when I went to Santa Anita Race Track. We were in there with 10,000 other people.
1569.0	1582.0	<i>Speaker 1</i>: I don't really remember that much. I have one image of riding on my uncle's shoulders to Mess Hall. You know, we had to eat food that was very unfamiliar to us.
1582.0	1596.0	<i>Speaker 1</i>: It was very dusty and I got a big allergy to dust. And also we had to sleep in horse stalls, so I got a big allergy to horse dandruff, as well.
1596.0	1612.0	"<i>Speaker 1</i>: And so, I just want to say that for Japanese Americans, when we meet each other, one of the first things, one of the things we ask each other was, ""What camp were your folks in?"" This is like a marker."
1612.0	1623.0	<i>Speaker 1</i>: Jerome, Gila, Manzanar, they all, uh, these camps had different personalities or different characters- characteristics.
1623.0	1628.0	<i>Speaker 1</i>: Tule Lake, with the people that were more political; tougher.
1628.0	1641.0	<i>Speaker 1</i>: So I was actually released. Our family- My father refused to be inducted to the army.
1641.0	1650.0	<i>Speaker 1</i>: And we went to- He volunteered to harvest sugar beets in Montana, so we left, and we worked on a work farm.
1650.0	1659.0	<i>Speaker 1</i>: So we weren't in a normal concentration camp. And I call it a concentration camp because that's what it was.
1659.0	1667.0	<i>Speaker 1</i>: My mom was still in Japan. She was in Hiroshima when the bomb was dropped,
1667.0	1671.0	<i>Speaker 1</i>: but she was not in the center, she was out in the country near the side of the mountain.
1671.0	1682.0	<i>Speaker 1</i>: My dad was in a concentration camp. He was in one place, then he moved to another camp because he wanted to be with the rest of his brothers.
1682.0	1692.0	<i>Speaker 1</i>: Uh, he was at Tule Lake, and then they were asked to sign allegiance, and they're known as no-no boys. 
1692.0	1701.0	"<i>Speaker 1</i>: Where my father signed ""No, No"", and he was sent to Crystal City in Texas, which was a prison camp."
1701.0	1708.64	<i>Speaker 1</i>: Then later on, he had to get his citizenship back because-
1710.0	1722.0	"<i>Speaker 1</i>: He signed ""No No"", but now he hangs the United States flag outside his house, so things have changed in his head."
1722.0	1731.0	"<i>Speaker 2</i>: But Elaine you're saying that at that time, let's hope it was then and not now, it was possible to lose one's citizenship. 
<i>Speaker 1</i>: Yes."
1731.0	1733.0	"<i>Speaker 2</i>: And have to through the legal system to reclaim it, to get it back. [[Cross Talk]] 
<i>Speaker 2</i>: Yes."
1733.0	1742.0	"<i>Speaker 2</i>: So, uh- [[Cross Talk]] 
<i>Speaker 1</i>: Through attorneys, class actions; he got his citizenship back."
1742.0	1756.0	<i>Speaker 3</i>: I was born in Manzanar. I was one of, I think, six thousand or so kids that were born in camp. May parents got married got married in Manzar, and that's a very romantic story.
1756.0	1765.0	Also, I was a year and a half-old when we left Manzanar, so I have no real memories of it.
1765.0	1775.0	"<i>Speaker 3</i>: But all my life, you know, whenever you fill out a form you say, ""What city were you born?"" ""Manzanar Relocation Center,"" is what I had to write."
1775.0	1788.0	<i>Speaker 3</i>: Over and over again. So when we hit the 60s, and we were talking about identity, who we are. I'm a Japanese-American citizen, but I was born behind barbed wire.
1788.0	1794.0	<i>Speaker 3</i>: So, who am I? You know, am I American, am I Japanese, am I what? You know, uh.
1794.0	1810.0	<i>Speaker 3</i>: So, what I did was, I kinda really got into the culture of Japan, and of Japanese-America. My godfather was a teacher of this instrument, and my father played a Biwa, a guitar-like instrument.
1810.0	1821.0	<i>Speaker 3</i>: So I grew up in a milieu of artists and musicians. And that's the choice I made; to study who I am.
1821.0	1833.33	"<i>Speaker 3</i>: So by looking at that, I think, by looking at that we all become stronger to know who we are. When somebody says, ""Ching chong Chinaman,"" I say, ""No, I'm Japanese."""
1835.0	1841.0	<i>Speaker 1</i>: And then it happened to me, you know? And not just, well, God. [[Laughs]]
1841.0	1861.0	<i>Speaker 2</i>: My father was in Manzanar, and he had to serve the American Army. He did a dis- not dishonorable discharge, but he, like, had an honorable discharge because he didn't want to go against his people.
1861.0	1871.0	<i>Speaker 2</i>: So he kinda like, you know, injured his arm on purpose and his leg just to get out of there. It was, you know, what I thought was great, you know.
1871.0	1881.0	"<i>Speaker 2</i>: My dad was really angry at the whole thing, and he would never really talk about it. We have a cafe in Little Tokyo called the ""Atomic Cafe""."
1881.0	1895.0	"<i>Speaker 2</i>: And in the beginning, we had this sign that says ""Atomic,"" and then there was like a mushroom cloud on top of it, and so, people were saying ""that's a little harsh, don't you think?"""
1895.0	1903.0	"<i>Speaker 2</i>: And he says, ""Well you know what, I'll take down the cloud, but I'm not gonna take down the name. So it's ""Atomic Cafe""."""
1903.0	1913.0	"<i>Speaker 2</i>: And then from that point on, it's so funny how this whole thing happened, 'cause later on in my life, I joined a group called ""Hiroshima""."
1913.0	1921.0	"<i>Speaker 2</i>: And so, it's just like my nickname is ""Atomic Nancy"" because I ran-  my parents ran the ""Atomic Cafe""."
1921.0	1924.0	[Audience member shouts]] What's on your costume?
1924.0	1934.0	"<i>Speaker 2</i>: Its fireworks. Its Fourth of July bombs, and we do a song called ""Simbatsudu"", which commemorates, in honor of the atomic bomb."
1934.0	1948.0	<i>Speaker 2</i>: So, highly effected, I was behind that, and my parents never really wanted to discuss about camp at all, but I knew there was something stewing, and it was just awful.
1948.0	1957.0	<i>Speaker 2</i>: Right? So, if anything, you know, I am glad to be here, and I'm glad you're all able to listen to what we have to say. Thank you.
1957.0	1965.0	<i>Speaker 3</i>: So, the camps and how they have affected- Okay, so. So, as I said earlier, I'm a fourth-generation Japanese-American.
1965.0	1975.0	<i>Speaker 3</i>: So my grandparents, great grandparents, and great great grandparents were in the camps, while my mother's side; they were in Manzanar, which is in the desert,
1975.0	1983.0	<i>Speaker 3</i>: of central, northern side of California, about four hours north of L.A. And on my dad's side, they were at Jerome, which is in the middle of Arkansas.
1983.0	1990.0	<i>Speaker 3</i>: So, my dad is an older gentleman, a elder statesman, if you will. So, he was actually in the camps.
1990.0	1998.0	<i>Speaker 3</i>: And so I grew up knowing about the camps. I actually grew up though a unique situation, in that my mom was also a Civil Rights Attorney.
