start	end	original_text
191.0	192.0	{Nobuko Miyamoto} Gracias.
192.0	200.0	{Chelis Lopez} Esta tambien, eh, George Abe, quien toca, eh, la flauta traversa Japonesa que se llama Fue.
200.0	201.0	{George Abe} Thank you.
201.0	203.0	Gracias. [[Cross talk]] Thank you.
203.0	207.0	{Chelis Lopez} Esta tambien Elaine Fukumoto, bailadora.
207.0	208.0	{Elaine Fukumoto} I'm right here.
208.0	215.0	{Chelis Lopez} Thank you. Nancy Sekizawa, vocalista. Bienvenida.
215.0	216.0	{Nancy Sekizawa} Hello.
216.0	217.0	[Ranald translating to Spanish} Hola.
217.0	222.0	{Chelis Lopez} Esta Sean Miura, que toca el shamisen, que es un instrumento de tres cuerdas. Bienvenido, Sean.
222.0	223.0	{Sean Miura} Gracias.
223.0	226.0	{Chelis Lopez} Eh, gracias! Eso! [[Laughter]]
226.0	228.0	{Unknown Speaker} I'm a man of 3 words. [[Laughter]]
228.0	235.0	{Chelis Lopez} Vamos a empezar por conocer, sabemos que es el Fandango, sabemos que es el Obon. Pero que es FandangObon?
235.0	240.0	{Ranald} We know what Fandango is and we know what Obon is, but what is this FandangObon?
240.0	242.0	{Chelis Lopez} Nobuko?
242.0	247.0	{Nobuko Miyamoto} So, Fandango and Obon have something in common.
247.0	249.0	{Ranald} Bueno, el Fandango y el Obon tienen algo en común.
249.0	255.0	{Nobuko Miyamoto} Both are traditions that people; the public participates in.
255.0	258.0	[Ranald} Ambas son tradiciones participativas.
258.0	260.0	{Nobuko Miyamoto} Music and dance made by the people.
260.0	263.0	{Ranald} Música y danza hecho por el pueblo.
263.0	274.0	{Nobuko Miyamoto} It's a gathering tradition from both the Mexican and Japanese community, that helps to keep our culture together.
274.0	282.0	{Ranald} Es una tradición de la comunidad Mexicana y Japonesa a base de donde la gente se junta con el propósito de preservar nuestra cultura.
282.0	294.0	{Nobuko Miyamoto} I'm gonna talk a little bit about Obon, because probably you know more about Fandango. Uh, and I want, George Abe, to explain a little bit about Obon.
294.0	303.0	{Ranald} Voy hablar más de Obon porque creo que ustedes ya saben acerca del Fandango, y le voy a pedir a George Abe que nos habla del Obon.
303.0	310.0	{George Abe} I been a long time member of a temple in Los Angeles, uh, Senshin Buddhist Temple.
310.0	316.0	{Ranald} Eh, por, ehh mucho tiempo he sido un miembro del Templo Budista Senshin en Los Angeles.
316.0	320.0	{George Abe} Senshin means wash your spirit, wash your soul.
320.0	323.0	[Ranald} Senshin significa lavar tu alma o tu espiritu.
323.0	329.0	{George Abe} We take pride in the fact that our temple is named in a Japanese way.
329.0	334.0	{Ranald} Y, eh, nos da mucho orgullo que nuestro templo conserve su nombre en Japonés.
334.0	346.0	{George Abe} The reason is there's Santa Barbara Buddhist Temple, San Luis Obispo Buddhist Temple, San Francisco Saints.
346.0	354.0	{Ranald} Y tenemos mucho orgullo justamente porque los otros templos Budistas tienen nombres de santos como San Luis, Santa Bárbara y otros.
354.0	358.0	{Nobuko Miyamoto} So already there's a collaboration.
358.0	361.0	{Ranald} Y desde ahí ya tenemos la colaboración. [[Laughter]]
361.0	376.0	{Nobuko Miyamoto} We know that we live in, on the land, Native Americans and Mexican Americans, and for many many generations our people have shared communities together.
376.0	384.0	{Ranald} Sabemos que vivimos en una tierra de indígenas, tambien de Mexico Americanos y por muchos años nuestras comunidades se han compartido.
384.0	390.0	{Nobuko Miyamoto} I grew up in a community called Boyle Heights. Elaine, where did you grow up?
390.0	393.0	{Ranald} Yo me crié en una comunidad que se llama Boyle Heights. Elaine donde te creistes tu?
393.0	402.0	{Elaine Fukumoto} Same, in a Mexican American communities. Boyle Heights and northeast Los Angeles, where it was predominantly Mexican Americans.
402.0	406.0	{Ranald} Igual en una comunidad México Americana, Boyle Heights, el noreste de Los Ángeles.
406.0	417.0	{Chelis Lopez} Bien, entonces creo entender por dónde viene este lasso, pero quiero saber, quiero que me cuenten como conocen ustedes a Quetzal, quien son quienes colaboran para esto de FandangObon.
417.0	423.0	{Ranald} So, I think I understand these connections, and explain to me though how you guys know Quetzal? Who's one of your main collaborators?
423.0	429.0	{Nobuko Miyamoto} So, I think Quetzal was 19 when I first met him.
429.0	433.0	{Ranald} Creo que Quetzal tenía 19 años la primera vez que lo conocí.
433.0	437.0	{Nobuko Miyamoto} He was working in a theatre called The Japan American Theatre in Little Tokyo.
437.0	443.0	{Ranald} El aquel entonces trabajaba en un teatro que se llamaba El Teatro Japon America en el Pequeño Tokyo.
443.0	448.0	{Nobuko Miyamoto} And my organization, Great Leap was doing performance on the stage.
448.0	454.0	{Ranald} Y mi organización, Great Leap o Gran Paso, estaba haciendo un actuación en la tarima.
454.0	457.0	{Nobuko Miyamoto} Now lets go forward maybe 25 years.
457.0	460.0	[Ranald} Ahora avancemos 25 anos.
460.0	471.0	"{Nobuko Miyamoto} He invited me to a speak in a panel, where he was introducing their new- Quetzal's new album, ""Imaginaries""."
471.0	478.0	"{Ranald} El me invito a participar en un panel, donde estaban presentando el nuevo disco de Quetzal, ""Imaginaries"", ""Imaginarios""."
478.0	483.0	"{Nobuko Miyamoto} Afterwards, we greeted each other and said, ""Oh some day we should do something together."""
483.0	488.0	"{Ranald} Y después nos saludamos y dijimos, ""Hoy, en algún momento deberíamos de hacer algo juntos."""
488.0	493.0	{Nobuko Miyamoto} But, you know, it was just a- that was a courtesy.
493.0	495.0	{Ranald} Pero tu sabes, eso era una cortesía nada mas.
495.0	517.0	{Nobuko Miyamoto} But I was trying to write a song about Bicycling, because I was very interested in the environment and how do we use our communities of color to bring them into the environmental conversation. I was creating a music videos about the environment.
517.0	533.0	{Ranald} En aquel momento estaba tratando de escribir una canción sobre ciclismo porque me interesaba mucho el medioambiente y cómo hacer las comunidades de color participen en el ambientalismo y estaba haciendo videos de musica al respeto.
533.0	537.0	"{Nobuko Miyamoto} Yes, so we created a music video called, ""Cycles of Change""."
537.0	543.0	"{Ranald} Haci que creamos un video de musica llamado, ""Ciclos de Cambio""."
543.0	550.0	{Nobuko Miyamoto} At which, Martha Gonzalez and Sandino and Quetzal were part of it; we were all starring together.
550.0	556.0	{Ranald} Eh, dentro los cuales Martha, Quetzal, Sandino tambien eran, eh, participaron.
556.0	565.0	{Nobuko Miyamoto} Yes, afterwards, Quetzal invited me to come to a class. They were teaching Fandango, in um--
565.0	569.0	[[Side conversation]]
569.0	573.0	{Ranald} Despues Quetzal me invito a que viniera a una clase que, donde estaban ensenando fandango.
573.0	577.0	{Nobuko Miyamoto} When I walked through the door he put a jarana in my hands.
577.0	579.0	{Ranald} Cuando pase por la puerta me entrego una jarana.
579.0	581.0	"{Nobuko Miyamoto} And then he said, ""Play."""
581.0	582.0	"{Ranald} Y me dijo, ""Toca."""
582.0	586.0	"{Nobuko Miyamoto} I said, ""Oh, my goodness, I don't play."" He says, ""Play!"""
586.0	587.0	[[Nobuko laughing]]
587.0	589.0	{Ranald} No que vaya, no se tocar, y me dijo toca.
589.0	592.0	{Nobuko Miyamoto} But by the end of 2 hours I was playing.
592.0	595.0	{Ranald} Y despues de dos horas estaba tocando la jarana.
595.0	600.0	{Nobuko Miyamoto} But in the middle of the floor was a platform called, Tarima.
600.0	607.0	{Ranald} Dentro de el, la sala habia una, una tarima, una pista, pequenia pista.
607.0	611.0	{Nobuko Miyamoto} The musicians were standing in a circle playing a jaranas, around the tarima.
611.0	616.0	{Ranald} Los músicos estaban tocando alrededor en círculo, alrededor de la tarima.
616.0	620.0	{Nobuko Miyamoto} And the dancers were performing rhythms on the tarima.
620.0	625.0	{Ranald} Y los bailarines estaban haciendo ritmos sobre la tarima.
625.0	639.0	{Nobuko Miyamoto} I thought right away, my goodness, this is very similar to obon. Except, the musicians stand on the platform in obon, and the dancers dance around the platform.
639.0	653.0	{Ranald} Inmediatamente me apareció muy parecido al obon. Es algo que he en el obon los musicos estan parados tocando sobre la tarima, y los bailarines bailan en rueda alrededor de la tarima.
653.0	662.0	"{Nobuko Miyamoto} So after the session I asked Quetzal, ""I wonder what would happen if we tried to do something to put fandango and obon together?"""
662.0	669.0	"{Ranald} Y luego le dije a Quetzal, ""Me pregunto que pasaría si juntaramos el obon con el son jarocho, el fandango."""
669.0	671.0	"{Nobuko Miyamoto} He said, ""yes, yes!"""
671.0	672.0	"{Ranald} Y dijo, ""Si, exactamente."""
672.0	676.0	{Chelis Lopez} Y asi fue, como nacio FandangObon.
676.0	677.0	{Ranald} That's how it was born.
677.0	689.0	{Chelis Lopez} Bueno, ya nos conto aqui Nobuko como, cuales son las afinidades o similitudes en cuanto al baile y alrededor de la tarima y este circulo. Pero, que ay de las afinidades en cuanto a los instrumentos.
689.0	699.0	{Chelis Lopez} Por ejemplo, quisiera que Sean me cuente, tu tocas el shamisen, este instrumento de cuerdas y la jarana es un instrumento de cuerdas. Ay algunas similitudes?
699.0	706.0	{Ranald} Sean, maybe you can tell us about some of the similarities between the musical instruments of the fandango and the obon traditions?
706.0	710.0	{Sean Miura} So, um, well, I play the shamisen, which means a 3 [[flavored?]] strings.
710.0	715.0	{Ranald} Cuando toco el shamisen que significa, que es un instrumento de 3 cuerdas.
715.0	726.0	{Sean Miura} So, it's a traditional instrument from Japan, which traditionally is more of like a backing instrument. You typically would not play the style I play, solo.
726.0	734.0	{Ranald} Eh, este instrumento tradicionalmente Japones típicamente se toca de trasfondo mientras yo lo toco mas como solista
734.0	744.0	{Sean Miura} So, it is similar to jarana in that it's accompanied by vocal and there is usually a lyrical or a narrative behind the song that you are playing and singing.
744.0	750.0	{Ranald} Se parece a la jarana en el sentido  que tiene tiene un acompañamiento lírico.
750.0	767.0	{Sean Miura} What I think where they diverge and where it's really interesting is that jarana is more melodic so I'm able to play melodies using the chords that the jaranas are playing so the two complement each other.
767.0	777.0	{Ranald} Eh, Donde se distinguen es que el fandango es mas melodico, he, así que se complementan en ese sentido.
777.0	801.0	{Chelis Lopez} Gracias Sean, bueno, y siguiendo con los instrumentos quisiera que ahora George, que toca el fue que es la flauta transversa Japonesa, también tocas el taiko que es este gran tambor, en el fandango no hay un tambor en si, pero si hay a veces un cajon que es igual a la percusion. Tambien me gustaria que nos cuentes sobre cómo combina estos dos.
801.0	814.0	{Ranald} So George, you play the flute and Taiko, and in the Fandango tradition there really- there is a [[cajon?]], that's a percussion- and maybe- exactly maybe you can tell us about how you can combine both traditions?
814.0	821.0	{George Abe} I gotta tell you, uh, I go to the park on Sunday's and Saturday's drum circles.
821.0	825.0	{Ranald} Te digo una cosa, los Domingos yo voy a los parques donde estan los circulos de tambores.
825.0	834.0	{George Abe} Congueros from sometimes Puerto Rico, Cuba, or African American, you know.
834.0	850.0	"{Ranald} Congueros, aveces bateristas, tamboreros de Puerto Rico, de Cuba, de Afrika. {00:14:00} {George Abe} So I take my Japanese flute - flauta-- I know I went to a Puerto Rican festival, and they said "" O, Chino flauta!"""
850.0	858.0	{Ranald} Asi que llevo mi flauta a estos encuentros, por ejemplo, lleve mi flauta una ves a un festival Puerto Ricuenio.
858.0	860.0	"{George Abe} So I say, ""No, Japonés."""
860.0	865.0	"{Ranald} Y me dijeron, ""Oyes, esto es una flauta China?"" yo les dije, ""No, esta es una flauta Japonesa."""
865.0	867.0	{George Abe} We all have stereotype strings.
867.0	877.0	[[Background noise and laughter]] {Ranald} Todos tenemos stereotypos, verdad. [00:14:31} {George Abe} Yes. So I've been playing with these congueros. And we play like, [[Wadaiko?]]. Right?
877.0	881.0	{Ranald} He estado tocando con estos congueros, tocando [[Wadaiko??]] por ejemplo.
881.0	885.0	{George Abe} So, Santana kinds of sounds come naturally to me. [[Laughing and crowd laughing]].
885.0	888.0	{Ranald} El sonido de Santana me vienen naturalmente.
888.0	896.0	{George Abe} And I grew up in basically  what is a black neighborhood, around Manual Arts High School in South Central. {Ranald} Really?
896.0	900.0	{Ranald} Y yo me crie, basicamente en un barrio Afroamericanos, eh, South Central.
900.0	909.0	{George Abe} So I played in saxophone and clarinet in bands, but you know, playing the flauta, no, no teacher; I just started learning on my own.
909.0	915.0	{Ranald} Tocaba el saxo, la clarineta, en conjuntos autodidacta. Nadie me enseno.
915.0	925.0	{George Abe} But improvishing, which is a-- is what I do when I'm on the stage with FandangObon. I just make it up in the moment.
925.0	930.0	{Ranald} Lo que yo hago en la tarima con ellos es la improvisacion, me lo invento de momento.
930.0	936.0	{{Chelis Lopez}} Bien. Bueno, ya que veo que sostiene ahi algo en la mano, me gustaria que me digas que es lo que tienes ahi, George?
936.0	939.0	{Ranald} I see that you are holding something in your hand, George. Tell us about it.
939.0	946.0	{George Abe} This is a Shakuhachi, it's a bamboo flute of a Japanese tradition, Zen Buddhism.
946.0	952.0	{Ranald} Esta es una Shakuhachi, es una flauta Japonesa de bamboo, de la tradicion Budista Zen.
952.0	955.0	{George Abe} Very meditative. You know, quiet, relatively.
955.0	958.0	{Ranald} Tenia calidad muy meditativa, muy callada.
958.0	961.0	{George Abe} The important thing is this is California bamboo.
961.0	964.0	{Ranald} Lo mas importante, que este es bamboo de California.
964.0	971.0	{George Abe} My friend lived in Silver Lake, California, and in his backyard was a grove of bamboo.
971.0	976.0	{Ranald} Mi amigo que vivia en Silver Lake, en su patio el tenia una mata de bamboo.
976.0	993.0	{George Abe} The story is, the owner of the house went to Japan in the 1930s, on a boat, got a piece of -- He found a wife. [[Laughing]] Yes, he also brought back a piece of bamboo wrapped in cloth and kept it wet.
993.0	1007.0	[[Randal]] Segun el cuento, el dueno de la casa en la decada de los treintas, se fue a Japon para encontrar una esposa y se trajo con el tambien una ramita de bamboo, que mantuvo humeda en un tualla hasta que regreso a Los Angeles.
1007.0	1010.0	{George Abe} He put it in the ground at his house-- {{Cross Talk]]
1010.0	1016.0	{Randal} La metio a la tierra en su patio, y grecio y ahi tenemos el bamboo de California.
1016.0	1023.0	{George Abe} Yeah. Genetically, Japanese bamboo, but grown in California. {{Cross talk]] {Unknown speaker 2} Yeah. Ummhuh. Right. So, it grows faster, it's lighter.
1023.0	1030.0	{Randal}
1030.0	1037.0	Geneticamente, bamboo Japones, pero ha grecido en California y es mas libiano. {Unknown speaker 3} Me. It's me. {George Abe} Born in California, genetically Japanese, but - Yeah.
1037.0	1040.0	{Randal} Como yo-- [[Cross Talk}} {George Abe} The sound is my sound.
1040.0	1041.0	{Randal} Criedo en California y este es mi sonido.
1041.0	1055.0	{Chelis Lopez} Pues como uno de los programas del Festival del el Smithsonian, precisamente Sonidos de California. Y aprovechando que George trai su flauta, porque no nos regalas un poquito de esa meditacion atraves del sonido de tu flauta.
1055.0	1062.41	{Randal} So, George, since your here and you've got this wonderful flute, why don't you give us a gift of music and play some of these meditative sounds.
1065.0	1091.0	[[George Abe playing his flute]]
1091.0	1095.0	[[Clapping]]
1095.0	1102.0	<i>Chelis Lopez</i>: Muchas Gracias George. Y bueno también quiero que las bailadoras me hablen un poquito tanto Nobuko, Elaine, [[pauses]]
1102.0	1109.0	<i>Chelis Lopez</i>: que son las que bailan. Como combinan, también como se han sentido a la hora de esta ahora con FandangObon
1109.0	1118.0	<i>Chelis Lopez</i>: que el baile del Fandango pues es un zapateo. ¿No? Es también parte del el sonido pero el instrumento de ellos es la tarima de la cual Nobuko nos hablaba.
1118.0	1133.0	<i>Ranald</i>: So I'd like Nobuko and Elaine, the two dancers here, to talk to us a little bit about how you bring these traditions together. Especially talking about how you dance on stage in the tarima.
1133.0	1138.0	<i>Elaine</i>: I'm just a regular person. I'm not a professional dancer. I'm just a facilitator,
1138.0	1153.0	<i>Elaine</i>: and Nobuko has asked has asked me to help her choreograph dances to music that she's created, and we just work together and teaching everyone who's ready to learn!
1153.0	1166.0	<i>Ranald</i>: Yo soy una persona común y corriente. No soy una bailadora profesional. Yo soy más bien una facilitadora, y trabajo con Nobuko para realizar estas actuaciónes.
1166.0	1174.0	"<i>Nobuko</i>: Well, um, there's a vocabulary of obon dance. 
<i>Ranald</i>: Hay un vocabolario de la danza de obon."
1174.0	1187.0	<i>Nobuko</i>: That is very distinct, based on Japanese tradition and style of dress, also because Japanese people, women, wear very narrow bottom dresses and have long sleeves.
1187.0	1203.0	<i>Ranald</i>: Que es muy particular y basado en las tradiciones Japonesas, en particular, responde a la refleja la ropa tradicional Japonesa. Las mujeres Japonesas se ponen unos trajes muy cerrados en el medio.
1203.0	1209.0	<i>Nobuko</i>: And, and many of these movements have gestures that have meaning, storytelling meaning to it.
1209.0	1220.0	<i>Ranald</i>: Y mucho del movimiento refleja gestos que hablan de historia, que tienen das tre ellos historias.
1220.0	1235.0	"<i>Nobuko</i>: Elaine is a very expert at, at knowing all of these, of movement of dance vocabulary. 
<i>Nobuko</i>: Elaine en particular conoce mucho de este extenso vocabulario de dansa."
1235.0	1239.0	<i>Nobuko</i>: Yes, so talk to us a little bit about that.
1239.0	1241.0	<i>Ranald</i>: Habla nos un poquito de eso.
1241.0	1249.0	<i>Elaine</i>: My experience just comes from years and years--decades of participating in the temple Obon dance festivals.
1249.0	1255.0	<i>Ranald</i>: Mi experiencia viene de años, de decades, en realidad de participar en los festivals de Obon en el templo.
1255.0	1264.0	<i>Elaine</i>: And I've just gathered the knowledge that Nobuko needed for her dances.
1264.0	1269.0	<i>Ranald</i>: Y a través de los años se habia acomolado el conociemento que Nobuko necessitaba para estos bailes.
1269.0	1283.0	<i>Nobuko</i>: So, we have tried to combine the dance of Fandango, which has foot stomping and, you know, big skirts, with our narrow clothes, to--
1283.0	1294.0	<i>Ranald</i>: Entonces, tratamos de combinar el baile del Fandango, que tiene mucho zapateo y porque era amplias con nuestros trajes más cerrados,
1294.0	1298.0	<i>Nobuko</i>: But it's interesting; our shoes are wood.
1298.0	1301.0	<i>Ranald</i>: Pero lo interesante es que nuestros zapatos son de madera.
1301.0	1302.0	<i>Nobuko</i>: So we can make noise too.
1302.0	1306.0	<i>Ranald</i>: Así que nosotros tambien podemos zapatear a nuestro modo.
1306.0	1313.0	<i>Nobuko</i>: [[Laughs]] So we tried to combine these two forms, not mush them together,
1313.0	1321.0	<i>Ranald</i>: Así que tratamos de combinar estas dos formas pero de modo delicado.
1321.0	1332.0	"<i>Nobuko</i>: but allow them to have their own distinct personalities. 
<i>Ranald</i>: Que cada cual mantenga su características individuales"
1332.0	1340.0	<i>Nobuko</i>: So like the music, it's a conversation between Japanese Obon and Fandango.
1340.0	1346.0	<i>Ranald</i>: Así que en la danza es como la música, es una conversación entre el Fandago y el Obon.
1346.0	1357.0	<i>Chelis Lopez</i>: Ahora, gracias. Ahora también queremos saber, el Fandago, cuando escuchamos a los cantantes del Fandango que normalmente son los Jaraneros y también todos son parte de lo mismo.
1357.0	1367.0	<i>Chelis Lopez</i>: Nos cuentan historias. Historias de la vida diaria, en Veracruz en este caso. Que tal, me gustaría aquí que Nancy nos cuente un poco porque ella es de las vocalistas.
1367.0	1372.0	<i>Chelis Lopez</i>: Que nos cuente un poco de los cantos. ¿No? Que tanto también se asemeja.
1372.0	1383.78	<i>Ranald</i>: So, Nancy, the sung element is really important in the Fandango tradition. You sing with the group. Tell us a little bit about the singing tradition from the Obon side.
1386.0	1398.0	<i>Nancy</i>: Well, I listened to so many records from my parents of the old Japanese style of singing. So I adopted that type of singing and since I was--
1398.0	1404.0	<i>Speaker 2</i>: [[Spanish]] Escuchaba muchísimos discos de mis padres en este estilo antiguo Japones, que adopté.
1404.0	1411.0	<i>Nancy</i>: So since I was around about 6 years old, in grammar school, I knew I was going to be a singer.
1411.0	1415.0	<i>Speaker 2</i>: [[Spanish]] Desde que tenía seis años en la escuela primaria, sabía que iba a ser una cantante.
1415.0	1422.0	<i>Nancy</i>: So I studied all kinds of music, but I wanted to really know what my-- heritage of being Japanese.
1422.0	1428.0	<i>Speaker 2</i>: Así que estudié todo tipo de música pero realmente lo que me interesaba era mi propia herencia, la japonesa.
1428.0	1441.0	<i>Nancy</i>: So I listened to some of my favorite singers and they were very, very strong women singers, and I admired them, and I wanted to be just like them like Misora Hibari, [[??]].
1441.0	1448.0	<i>Speaker 2</i>: [[Spanish]] En particular-- tuve una gran atracción por estas cantantes fuertes-- estas voces femeninas.
1448.0	1457.0	<i>Nancy</i>: So I just-- started like, really listening to them and then incorporating my voice to sound somewhat like the Japanese style.
1457.0	1471.0	<i>Nancy</i>: So when you hear me, I love to sing the Japanese words, and the way the style of singing is very, not feminine, but very powerful;
1471.0	1479.0	<i>Speaker 2</i>: [[Spanish]] Así que lo que lo que trato de hacer es imitar este estilo japonés que es muy fuerte y que no es particularmente femenino, sino que es-- potente.
1479.0	1482.0	<i>Nancy</i>: because these women had SPIRIT!
1482.0	1488.0	<i>Speaker 2</i>: [[Spanish]] Porque, estas mujeres, estas cantantes, tenían mucho espíritu, mucho coraje.
1488.0	1491.0	<i>Nancy</i>: I think this is similar to Martha Gonzales.
1491.0	1494.0	<i>Speaker 2</i>: [[Spanish]] Se me parece un poquito a Martha Gonzalez.
1494.0	1498.0	<i>Speaker 3</i>: [[Spanish]] Quien es-- parte de Quetzal y es parte de FandangObon, y para quienes nos escuchan.
1498.0	1511.0	<i>Speaker 3</i>: [[Spanish]] Pero también, mi prequnta también es dirigida a lo que cantan, ¿no?, a las historias que comparten, porque el Fandango so historias muchas veces tradicionales. Además el Fandango tiene una historia de canciones o música de resistencia.
1511.0	1515.0	<i>Speaker 3</i>: [[Spanish]] ¿Qué-- hay con esto, con la parte de Japón, lo comparten también?
1515.0	1525.0	<i>Speaker 3</i>: So-- there's a certain element of resistance music with Fandango. What about with Obon? Is that something that they have in common, the spirit of resistance?
1525.0	1536.0	<i>Nancy</i>: I don't feel that. But just keeping tradition of Japanese music-- there's not a whole lot of Asian-American that speak the Japanese language anymore.
1536.0	1550.0	<i>Nancy</i>: Like I see, you know, even children of today, they keep the Latin language as their primary language, but I don't see that in the Japanese, mostly in the Japanese culture. So, I tend to learn that.
1550.0	1555.0	<i>Nancy</i>: I wanted to learn that. But you know what? I learned the masculine, not the feminine.
1555.0	1572.0	"[[Laughing]] 
<i>Speaker 2</i>: [[Spanish]] Yo no-- siento ese espíritu de resistencia tanto, lo que veo más bien es que hay muchos japoneses en Estados Unidos que han perdido su idioma, mientras que veo a jóvenes latinos que preservan el español."
1572.0	1578.0	<i>Speaker 2</i>: [[Spanish]] Yo creo que-- yo por mi parte aprendí la versión japonesa-- masculina.
1578.0	1589.0	<i>Nobuko</i>: I want to say-- This is Nobuko again. I just want to say that as third generation Japanese-Americans, we grew up without our own songs,
1589.0	1603.0	<i>Nobuko</i>: as a Japanese and an American. And part of doing this music and this mixing of the English and the Japanese is reclaiming ourselves and making a song for ourselves.
1603.0	1609.0	<i>Speaker 2</i>: [[Spanish]] Esta es Nobuko y te puedo decir como tercera generación japonesa-americana acá en Estados Unidos,
1609.0	1622.0	<i>Speaker 2</i>: [[Spanish]] nosotros nos criamos sin nuestra propia canción, ni japonesa ni americana, y parte de este proyecto es recuperar esa identidad, y recuperar y combinar el inglés y el japonés.
1622.0	1628.0	<i>Speaker 4</i>: I'd also say like, you know, since we immigrated, assimilation was so much a part of our story.
1628.0	1635.0	<i>Speaker 2</i>: [[Spanish]] Y les diré también que desde que hemos emigrado como un pueblo la asimilación ha sido un factor muy importante en nuestra historia.
1635.0	1644.0	<i>Speaker 4</i>: Oh, man! Especially during the war when we were put in Concentration Camps, it really came into consciousness, the need to assimilate was a survival tactic.
1644.0	1655.0	<i>Speaker 2</i>: [[Spanish]] Esta necesidad para asimilarse culturalmente era una estrategia de sobrevivencia que-- pues se ve muy obvia después de nuestra experiencia en la Segunda Guerra Mundial donde nos internaron en campos.
1655.0	1662.0	<i>Speaker 4</i>: Obon, as we practice it now, does not exist the same way in Japan. It's a very, very different type of festival and practice.
1662.0	1668.0	<i>Speaker 2</i>: [[Spanish]] Obon como lo practicamos acá y ahora-- no existe en Japón. Lo que hacemos acá es muy diferente.
1668.0	1681.0	<i>Speaker 4</i>: So, by not only continuing the tradition, but by building on it, and evolving it, and doing culture building and cultural work, I see that as form of resistance-- as a political act, in a way.
1681.0	1693.0	<i>Speaker 2</i>: [[Spanish]] Entonces no es simplemente cuestión de mantener la tradición, pero construir sobre ella-- dejar que evolucione y aplicarla al trabajo cultural. Yo veo todo esto como un acto de resistencia cultural.
1693.0	1695.0	[Unknown speaker] [[Spanish]] Gracias, [[?]]
1695.0	1703.0	{George Abe} I'd like to say a word. Resistance, you know, and Liberation, and those kinds of things, expressed in music--
1703.0	1711.0	"{George Abe} I was born in Manzanar, California; one of the relocations-- quote ""relocation centers"" that the Japanese were put away in."
1711.0	1724.0	<i>Speaker 2</i>: [[Spanish]] Estas palabras-- Resistencia, Liberación; son muy interesantes. Yo nací en Manzanar, California; uno de los campamentos de japoneses.
1724.0	1737.0	{George Abe} Yeah, and, in the camps, there are incredible stories. But, yeah. But what I want to say is many of the Japanese cultural things like Shakuhachi, like singing,
